id,rpt_yr,grad_date,orig_major,grad_major,current_major,biol_108,biol_109,exsc_110,exsc_140,act_english,act_math,act_reading,act_science,act_composite,sat_verbal,sat_math,sat_composite
909000,2011,,SPAN,,,,,,,24,23,31,27,26,,,
909032,2011,5/9/2015,UNDE,NURS,,2.33,2.33,,,22,21,23,28,24,,,
909080,2011,5/9/2015,UNDE,PSYC,,,,,,24,24,26,23,24,520,460,980
909524,2011,5/9/2015,PSYC,PSYC,,,,,,26,24,25,21,24,,,
910021,2011,,EXSC,,,2,3,3,3.33,19,23,25,17,21,460,460,920
917537,2011,,EDMI,,,,,,,29,26,32,30,29,,,
922654,2011,,BA  ,,,,,,,31,24,29,18,26,,,
934864,2011,5/9/2015,PSYC,EXSC,,4,4,4,4,30,28,35,28,30,630,640,1270
936431,2011,5/9/2015,EDMI,EDMI,,,,,,27,22,25,30,26,,,
940486,2011,5/9/2015,BA  ,BA  ,,,,3,2.67,,,,,,440,540,980
940607,2011,,BIOL,,CS  ,,,,,29,27,30,29,28,,,
942848,2011,,UNDE,,,,,,,24,22,30,24,24,,,
944262,2011,5/9/2015,PNRS,R.T.,,3,3,,,19,15,19,21,19,,,
946965,2011,5/9/2015,EXSC,EXSC,,4,4,4,4,36,34,28,28,32,,,
957578,2011,,BIOL,,ENVI,,,,,26,22,32,24,25,580,490,1070
957816,2011,5/9/2015,COMM,COMM,,,,,,32,23,30,26,28,,,
963069,2011,5/9/2015,EXSC,P.T.,,4,4,4,4,30,27,29,24,28,,,
965358,2011,5/9/2015,CS  ,CS  ,,,,,,15,23,24,22,24,,,
981399,2011,,PNRS,,,2,2.33,,,,,,,,680,600,1280
985443,2011,,PS  ,,,,,,3,,,,,,470,470,940
1003841,2011,5/9/2015,BA  ,COMM,,,,,3,22,22,22,22,22,,,
683941,2011,8/11/2015,HIST,ENGL,,,,,,26,23,30,24,26,620,560,1180
492224,2008,5/12/2012,BIOL,BIOL,,,,,,,,,,,420,420,840
106631,2011,5/9/2015,UNDE,PS  ,,,,,,34,33,35,33,33,690,690,1380
256871,2011,5/9/2015,BA  ,BA  ,,,,,,30,23,32,25,26,,,
421847,2008,12/19/2012,UNDE,EXSC,,3,3,4,2.33,21,26,27,25,25,480,620,1100
423061,2008,5/12/2012,UNDE,BIOL,,3,,,4,27,25,26,21,25,530,570,1080
424522,2008,5/10/2014,CE  ,CS  ,,,,,,,,,,,400,510,910
425915,2008,,FLIS,,,,,,,25,21,25,21,22,,,
426355,2008,5/12/2012,BA  ,ACCT,,,,,,22,28,20,26,24,,,
426391,2008,,PNRS,,,1,,,,27,28,25,21,25,,,
426679,2008,5/12/2012,COMM,COMM,,,,,,22,18,28,20,22,,,
426734,2008,,ENGL,,,,,,,31,26,32,25,28,,,
428508,2008,5/12/2012,PHIL,ENGL,,,,,,35,29,32,25,30,,,
430140,2008,5/12/2012,PNRS,BA  ,,2,,,,22,22,23,24,22,,,
430438,2008,5/12/2012,UNDE,EXSC,,3,3,4,3.33,21,22,27,20,21,,,
431197,2008,8/13/2013,ENGL,MDLS,,,,,,28,25,32,26,28,,,
432927,2008,5/12/2012,FLIS,FLIS,,,,,,26,24,23,21,24,,,
433350,2008,,BA  ,,,,,,,21,22,20,24,22,,,
433759,2008,12/19/2012,UNDE,COMM,,2,1,,,24,18,24,19,21,,,
433928,2008,,UNDE,,,,,,,25,30,29,25,27,,,
435149,2008,5/12/2012,BA  ,FINA,,,,,,25,24,23,25,24,,,
435426,2008,5/12/2012,UNDE,ECON,,1,,,,19,24,20,25,22,,,
435780,2008,,UNDE,,,,,,,23,19,17,19,20,,,
436182,2008,5/12/2012,EXSC,BIOL,,,,,4,,,,,,630,700,1330
436775,2008,,PRT ,,,3,3,,,20,25,19,25,22,,,
438820,2008,5/11/2013,UNDE,BA  ,,,,,,21,29,22,26,23,,,
445931,2008,,CE  ,,,,,,,22,18,23,28,23,,,
446784,2008,5/12/2012,CHEM,ART ,,,,,,24,26,23,23,24,,,
447604,2008,5/12/2012,UNDE,BA  ,,,,,,19,23,19,19,20,,,
452903,2008,5/12/2012,UNDE,P.T.,,4,4,4,4,20,25,24,27,24,,,
453909,2008,5/12/2012,EXSC,EXSC,,3.67,3,4,3.33,25,21,23,20,22,,,
456161,2008,5/12/2012,UNDE,PSYC,,3,3,4,3.33,,,,,,510,580,1090
106226,2008,5/12/2012,ACCT,ACCT,,,,,,27,26,21,25,25,,,
363900,2008,5/12/2012,BIOL,ENGL,,,,,,23,22,32,23,25,500,570,1070
365636,2008,5/12/2012,FLIS,FLIS,,,,,,,,,,,600,640,1240
370020,2008,5/12/2012,PCLS,MDLS,,3.33,3.33,,,,,,,,620,670,1290
370456,2008,5/12/2012,BIOL,EXSC,,4,4,4,3.33,26,27,21,27,25,,,
370575,2008,5/12/2012,PSYC,COMM,,,,,,29,26,28,24,26,,,
370694,2008,5/12/2012,ACCT,BA  ,,,,,,22,26,27,25,25,,,
371228,2008,5/11/2013,PNRS,NURS,,3,3,,4,22,21,24,26,23,470,440,910
375885,2008,12/14/2011,BA  ,BA  ,,,,,,20,18,22,20,20,,,
376350,2008,,PNRS,,,2,,,,19,21,24,24,22,,,
376807,2008,5/12/2012,BA  ,BA  ,,,,,,24,18,19,19,19,,,
377058,2008,5/12/2012,BIOL,BIOL,,,,,,,,,,,620,650,1270
381324,2008,,EXSC,,,3,2.67,4,3,23,21,24,20,22,,,
381598,2008,5/12/2012,BIOL,MATH,,,,,,27,29,27,26,27,,,
385473,2008,5/12/2012,UNDE,HIST,,,,,,26,25,28,23,26,,,
385987,2008,5/12/2012,EXSC,PSYC,,3.67,3.67,4,3,20,18,18,20,19,,,
386591,2008,12/19/2012,ACCT,ACCT,,,,,4,25,23,30,26,26,530,500,990
388182,2008,5/11/2013,UNDE,NURS,,3.33,3,,4,34,25,31,24,29,,,
396329,2008,,FLIS,,,,,,,20,18,20,17,19,,,
396359,2008,5/12/2012,BIOL,BIOL,,,,,,35,26,32,27,29,650,630,1280
397304,2008,5/12/2012,EXSC,SOCI,,4,,,1,25,23,33,33,29,,,
398601,2008,,BIOL,,,,,3,3,24,16,23,21,20,400,360,760
398981,2008,,BIOL,,,,,,,23,32,30,25,25,,,
403891,2008,12/19/2012,UNDE,AIT ,,,,,,20,19,17,20,19,,,
406112,2008,5/12/2012,EXSC,P.T.,,4,4,4,4,27,30,25,24,26,630,650,1280
408102,2008,5/12/2012,PNRS,R.T.,,2,3,,,22,23,25,22,23,,,
411676,2008,5/12/2012,PNRS,NURS,,3,2,,,24,20,23,19,22,510,470,980
420434,2008,5/12/2012,PNRS,NURS,,3,2,,,25,26,22,26,25,,,
512368,2009,,ART ,,,,,,,22,26,27,23,25,480,610,1090
515443,2009,,CHEM,,,,,,,30,27,31,23,28,,,
106299,2009,,ENGL,,,,,,3.33,22,19,14,16,18,460,490,950
415938,2009,5/11/2013,ENGL,ENGL,,,,,,24,19,24,19,22,,,
479718,2009,5/11/2013,HIST,HIST,,,,,,25,27,26,29,27,640,600,1240
500588,2009,5/11/2013,BA  ,PS  ,,,,,,30,28,32,25,29,610,520,1130
630026,2010,,MUS ,,,,,,,21,30,25,27,26,,,
382960,2009,5/11/2013,BA  ,BA  ,,,,,4,20,24,21,21,22,430,620,1050
489397,2009,5/10/2014,ENGL,ENGL,,,,,,28,24,26,25,26,,,
106744,2012,,BA  ,,EXSC,3,3,3,4,26,24,29,26,26,,,
106844,2012,,UNDE,,COMM,,,3.67,,23,18,22,20,21,,,
106935,2012,,ACCT,,ACCT,,,,,27,27,28,26,27,,,
651166,2012,,PNRS,,NURS,4,4,,,30,28,33,25,29,550,540,1090
654148,2012,,ELED,,,,,,,23,22,28,24,24,,,
664570,2012,,PNRS,,COMM,3,2.33,,,24,24,21,23,22,,,
667082,2012,,PNRS,,ELED,2.33,2,,,23,22,31,22,25,,,
667396,2012,,THEA,,,,,,,,,,,,470,550,1020
671589,2012,,DAT ,,BA  ,,,,,28,25,25,27,26,,,
673388,2012,,UNDE,,,,,,,31,24,31,32,30,580,510,1090
673959,2012,,MUST,,MUST,,,,,31,28,31,30,30,,,
675335,2012,,PSYC,,PSYC,,,,,24,18,27,20,22,,,
675871,2012,,BIOL,,,,,,,23,26,31,26,26,,,
676337,2012,,ENGL,,ENGL,,,,,22,22,29,25,24,,,
677782,2012,,EXSC,,EXSC,3.33,3.67,4,4,30,26,29,25,28,610,670,1280
680905,2012,,EXSC,,EXSC,4,3,4,4,33,30,34,33,33,740,630,1370
683630,2012,,BIOL,,HIST,,,,,22,22,26,18,22,,,
861304,2012,,ELED,,,,,,,24,24,22,22,23,,,
861708,2012,,BIOL,,,,,,,,,,,,590,490,1080
887007,2012,,EXSC,,ELED,,,2.67,,25,27,27,26,26,,,
940305,2012,,EXSC,,P.T.,3,3,3.67,4,34,33,26,29,30,,,
946411,2012,,UNDE,,FLIS,,,,,25,17,22,23,22,,,
958490,2012,,MUS ,,MUS ,,,,,34,28,35,25,31,,,
958527,2012,,PSYC,,PSYC,,,,,30,21,24,25,25,,,
958577,2012,,EXSC,,,3,2,3.67,3,26,25,24,29,26,,,
970926,2012,,EXSC,,P.T.,4,4,4,4,29,26,31,31,29,,,
974610,2012,,CJS.,,,,,,,23,22,24,22,23,,,
975354,2012,,BIOL,,EXSC,4,4,3,4,33,31,32,31,31,600,660,1260
983546,2012,,BIOL,,,3,,3,3,24,24,20,25,23,,,
984039,2012,,PNRS,,NURS,3,2.33,,,17,18,23,24,20,,,
985098,2012,,COMM,,,,,,3,29,24,30,26,27,,,
985553,2012,,EXSC,,PSYC,3,2.33,3,,28,23,27,21,24,,,
990090,2012,,UNDE,,NURS,4,4,,,32,29,29,31,30,,,
997756,2012,,PSYC,,PSYC,,,,,31,29,28,27,29,,,
997825,2012,,BIOL,,,,,,,23,23,23,25,23,,,
999459,2012,,CHEM,,,,,,,21,29,25,26,25,,,
1000397,2012,,UNDE,,,,,,,27,19,29,23,25,,,
1000947,2012,,EXSC,,,2,,1.33,4,24,22,24,24,23,500,410,910
1003154,2012,,THEA,,THEA,,,,,27,22,29,19,24,,,
1005492,2012,,FINA,,BA  ,,,,4,30,26,22,25,26,,,
1006082,2012,,EXSC,,NURS,2.67,3,3.67,4,23,23,22,25,22,,,
1006240,2012,,PNRS,,NURS,2,2,,,21,21,23,21,21,,,
1006947,2012,,FLIS,,,,,,,30,26,32,28,29,,,
1008431,2012,,UNDE,,PSYC,3,3,,,32,24,25,24,26,,,
1010432,2012,,DAT ,,COMM,,,,,24,22,23,23,23,,,
1010885,2012,,UNDE,,,1.33,,2,,22,22,23,23,23,,,
1010951,2012,,MUS ,,MUS ,,,,,27,17,19,24,22,,,
1011926,2012,,ART ,,,,,3,,26,18,29,22,24,,,
1012474,2012,,PSYC,,,,,,,27,19,25,25,24,,,
1013588,2012,,ELED,,COMM,,,,,24,20,19,21,21,,,
1014375,2012,,SOCI,,SOCI,,,,,35,28,36,31,33,750,660,1410
1016211,2012,,FINA,,BA  ,,,,2.67,19,22,19,23,21,490,460,950
1016439,2012,,BA  ,,BA  ,,,,,30,22,30,22,26,,,
1017852,2012,,PHYS,,,,,,,23,21,23,21,22,,,
1022533,2012,,UNDE,,PSYC,2,,3,,27,21,33,29,27,630,490,1120
1022570,2012,,PNRS,,PSYC,,,,,21,24,23,23,23,,,
1023266,2012,,EXSC,,COMM,,,2,3,19,20,21,19,20,,,
1023410,2012,,BIOL,,,,,,,23,19,19,20,20,,,
1026572,2012,,EXSC,,BIOL,2,2,3.67,3,21,17,17,20,19,440,440,880
1027552,2012,,UNDE,,,3.33,,,,26,24,28,24,26,,,
1030597,2012,,BIOL,,BIOL,,,,,27,24,33,23,27,710,640,1350
1030623,2012,,FINA,,EXSC,3,3,3.33,4,23,18,27,23,23,,,
1033502,2012,,BIOL,,,,,,,19,19,27,15,20,,,
379853,2013,,ACCT,,ACCT,,,,,31,27,32,27,28,690,500,1190
380316,2013,,BIOL,,BIOL,,,,,25,26,31,25,26,,,
970766,2013,,PSYC,,PSYC,,,,,35,30,35,32,33,680,650,1330
971684,2013,,EXSC,,SOCI,3.67,3,3.33,4,29,29,26,28,27,,,
973262,2013,,PNRS,,,2.67,2,,,19,20,18,21,20,,,
973359,2013,,ENGL,,ENGL,,,,,35,25,36,27,31,,,
982149,2013,,ACCT,,ELED,,,,,31,25,29,24,27,,,
984456,2013,,BA  ,,ECON,,,,,24,19,27,22,23,,,
987400,2013,,FLIS,,MATH,,,,,34,34,33,36,34,,,
988068,2013,,ELED,,ELED,,,,,23,26,20,22,21,,,
106141,2009,5/10/2014,PNRS,NURS,,2.33,2,,,31,21,21,25,25,,,
106272,2009,5/11/2013,BA  ,AIT ,,,,,,,,,,,560,560,1120
357670,2009,,FLIS,,,,,,,,,,,,590,440,1030
393857,2009,,MUST,,,,,,,21,19,22,22,21,,,
397312,2009,5/11/2013,ELED,ELED,,,,,,23,18,19,21,20,480,370,850
398022,2009,5/11/2013,BIOL,BMB ,,,,,,29,33,31,29,29,,,
400737,2009,5/11/2013,ELED,ELED,,,,,,21,23,20,21,21,,,
403133,2009,,ART ,,,,,,,35,26,31,24,29,600,590,1190
403424,2009,5/11/2013,FLIS,FLIS,,,,,,35,28,31,26,30,,,
403935,2009,5/11/2013,FINA,BA  ,,,,,,24,19,21,20,21,,,
414980,2009,,PNRS,,,3,3,,,,,,,,460,450,910
418625,2009,12/17/2014,PNRS,LS  ,,2.33,2,,,,,,,,620,590,1210
446321,2009,5/11/2013,BIOL,BIOL,,4,3.33,,,26,26,28,24,26,,,
456163,2009,5/11/2013,EXSC,EXSC,,2.33,3,4,4,22,23,27,31,26,,,
456842,2009,5/11/2013,COMM,THEA,,,,,,25,16,21,18,20,,,
470839,2009,,BIOL,,,,,,,22,22,20,20,21,,,
471072,2009,,ENGL,,,,,,,30,19,25,22,24,,,
473797,2009,,FLIS,,,,,,4,25,23,26,20,24,,,
476457,2009,5/11/2013,CHEM,CHEM,,,,,,19,24,25,26,24,,,
476868,2009,5/11/2013,BIOL,BIOL,,,,,,29,26,26,24,25,650,570,1220
482953,2009,12/18/2013,ACCT,ACCT,,,,,,20,19,19,18,18,,,
483737,2009,5/11/2013,PNRS,NURS,,3,3,,,20,24,23,24,23,530,540,1090
484373,2009,5/11/2013,BIOL,BIOL,,,,,,25,26,24,28,26,,,
485461,2009,5/11/2013,CHEM,ENGL,,,,,,33,29,34,30,32,,,
490082,2009,,PS  ,,,,,,,27,27,30,31,29,,,
490664,2009,5/11/2013,UNDE,EXSC,,3.33,3,4,4,25,18,17,21,20,450,440,890
491198,2009,5/10/2014,UNDE,NURS,,3,3,,,23,19,22,20,21,,,
491268,2009,,PNRS,,,4,3.33,,,34,26,32,27,30,,,
491299,2009,,UNDE,,,,,4,,24,23,27,24,24,,,
491563,2009,12/18/2013,EXSC,EXSC,,2,2,3,2.33,20,22,23,25,23,500,560,1060
492974,2009,5/10/2014,PSYC,NURS,,3,3,,,22,24,17,20,21,,,
493666,2009,12/18/2013,UNDE,R.T.,,3,2,,,,,,,,530,610,1140
495825,2009,5/11/2013,BIOL,BIOL,,,,,,34,31,35,25,31,,,
496061,2009,,BMB ,,,,,,,17,20,20,20,19,,,
496831,2009,5/11/2013,BIOL,BIOL,NDEG,,,,,22,26,29,23,25,,,
497005,2009,,PNRS,,,2,3,,,24,27,23,24,25,,,
498233,2009,5/11/2013,EXSC,EXSC,,3,3,4,4,20,18,23,19,20,,,
498266,2009,12/18/2013,UNDE,BIOL,,,,,,27,28,31,28,28,,,
499928,2009,,BIOL,,,,,,,22,24,25,22,23,,,
499943,2009,,CHEM,,,,,,,23,25,24,24,24,,,
500018,2009,12/18/2013,MUST,MUS ,,,,,,26,26,28,25,26,,,
500359,2009,,EXSC,,,2.33,,3,4,22,26,21,25,24,,,
500474,2009,5/11/2013,MATH,MATH,,3,,,,28,25,28,23,26,,,
500985,2009,,CS  ,,,,,,,21,21,20,24,22,,,
501116,2009,,CJS.,,,,,,,16,24,27,24,23,,,
501138,2009,,THEO,,,,,,,27,23,31,25,27,,,
501943,2009,,PNRS,,,1,,,,,,,,,420,480,900
505212,2009,5/11/2013,BA  ,ECON,,,,,,25,29,36,34,31,,,
506364,2009,5/11/2013,COMM,COMM,,,,,,25,25,32,24,27,,,
510576,2009,,BIOL,,,0,,,,27,29,21,24,25,440,600,1040
511029,2009,,BA  ,,,,,,,23,18,30,25,24,600,440,1040
514630,2009,5/10/2014,PNRS,NURS,,2.33,3,,4,25,26,28,22,25,,,
516135,2009,,PS  ,,,,,,,24,21,28,26,25,,,
518964,2009,,UNDE,,,,,,,28,27,29,28,28,,,
519030,2009,12/19/2012,BA  ,BA  ,,,,,,27,20,22,21,23,,,
543092,2009,,PS  ,,,,,,,25,23,24,24,24,,,
106599,2010,5/10/2014,EXSC,EXSC,,3,2.33,4,4,23,21,22,24,23,,,
342777,2010,5/10/2014,BA  ,CJS.,,,,,3,19,22,18,23,21,,,
449291,2010,5/10/2014,UNDE,PSYC,,,,,2.67,23,21,20,21,21,,,
453669,2010,12/17/2014,ACCT,ACCT,,,,,,34,26,36,30,30,,,
453677,2010,,CHEM,,,,,,,20,26,27,24,24,,,
472173,2010,5/10/2014,PNRS,NURS,,2,2.67,,,18,16,23,21,19,,,
472717,2010,,MATH,,,,,,,21,28,25,29,26,,,
480165,2010,,UNDE,,,,,,,24,22,30,21,24,,,
484334,2010,5/10/2014,THEA,THEA,,,,,,30,27,33,31,30,610,560,1170
485112,2010,8/11/2015,PNRS,LS  ,,2,2,,,24,24,21,26,23,,,
486786,2010,5/10/2014,EXSC,PSYC,,1,,,3.33,20,23,26,22,23,,,
490465,2010,5/10/2014,PSYC,PSYC,,,,,,26,23,33,27,27,,,
492333,2010,5/10/2014,COMM,COMM,,,,,,25,22,31,22,25,,,
492489,2010,5/10/2014,PNRS,NURS,,4,4,4,,36,32,29,33,33,,,
495812,2010,5/10/2014,ELED,ELED,,,,,,20,18,19,21,20,,,
496652,2010,,EXSC,,,,,,,18,21,22,24,21,,,
502000,2010,5/10/2014,PNRS,NURS,,3.33,3,,,24,26,23,27,26,,,
505704,2010,5/10/2014,ARTA,MUST,,,,,,20,26,20,21,22,,,
506304,2010,,ACCT,,,,,,,24,26,25,25,25,,,
513550,2010,5/10/2014,MATH,MATH,,,,,,27,26,24,27,26,,,
515983,2010,5/10/2014,ELED,ELED,,,,,,19,18,20,20,19,430,420,850
519026,2010,5/10/2014,PS  ,PS  ,,,,,,19,17,22,20,20,,,
519838,2010,5/10/2014,FLIS,FLIS,,,,,,27,18,23,19,22,,,
546387,2010,,EXSC,,,3,,4,,23,27,24,25,25,,,
566774,2010,,CHEM,,,,,,,32,28,32,27,30,,,
567013,2010,5/9/2015,PNRS,R.T.,,2.33,2,,,23,22,23,22,23,,,
571466,2010,5/10/2014,CJS.,BA  ,,,,,,22,19,22,23,21,,,
614034,2010,5/10/2014,MUST,MUST,,,,,,28,24,22,25,25,,,
615423,2010,5/10/2014,ELED,ELED,,,,,,24,22,29,21,23,,,
621219,2010,,PNRS,,CJS.,2.33,2.33,,,17,16,20,25,20,,,
622098,2010,5/10/2014,COMM,PSYC,,,,,,20,26,18,25,23,,,
622154,2010,5/10/2014,BIOL,BIOL,,,,,,33,29,25,28,29,,,
623252,2010,12/18/2013,BIOL,BA  ,,,,,,28,25,25,25,26,510,550,1060
624406,2010,5/10/2014,MUS ,ENGL,,,,,,26,25,32,25,26,,,
624485,2010,,BIOL,,,,,,1.67,23,26,20,26,24,,,
625117,2010,,COMM,,,,,,,21,25,20,23,22,470,590,1060
625239,2010,,UNDE,,,,,,,15,25,17,20,19,430,470,900
626490,2010,5/10/2014,PSYC,PSYC,,2.33,,,,22,19,22,23,22,,,
626520,2010,5/9/2015,PNRS,NURS,,2.67,2.33,,,23,20,17,22,21,,,
627989,2010,5/10/2014,MAAC,ECON,,,,,,,,,,,620,670,1290
628045,2010,12/17/2014,BA  ,ACCT,,,,,4,,,,,,530,530,1060
628079,2010,,BA  ,,,,,,,23,18,30,27,25,560,520,1080
632840,2010,5/10/2014,ELED,ELED,,,,,,22,20,20,24,22,,,
634808,2010,,UNDE,,,,,,,,,,,,630,570,1200
635040,2010,,ACCT,,,,,,,29,26,32,27,29,,,
635823,2010,5/10/2014,BA  ,BA  ,,,,,,23,21,26,20,22,,,
636434,2010,5/10/2014,BIOL,R.T.,,3,2.33,,,19,19,16,22,19,,,
637373,2010,,CHEM,,,,,,,26,25,25,22,25,,,
639840,2010,,EXSC,,,2,,2,3,22,24,22,24,23,,,
640665,2010,5/10/2014,MUS ,MUS ,,,,,,32,30,29,29,30,610,670,1280
649357,2010,5/10/2014,EDMI,ART ,,,,,,24,21,25,24,24,,,
649403,2010,5/10/2014,BA  ,COMM,,,,,,20,17,19,22,20,470,440,910
655274,2010,5/10/2014,BIOL,BIOL,,,,,,17,21,21,20,20,520,550,1070
660771,2010,,COMM,,,,,,,23,23,22,24,23,,,
660972,2010,5/10/2014,ENGL,ENVS,,,,,,32,25,31,28,29,,,
678835,2010,,ELED,,,,,,,21,20,21,18,19,,,
565773,2011,,PMLS,,CE  ,3.67,4,,,22,19,25,21,21,,,
568666,2011,,BA  ,,,,,,,,,,,,510,510,1020
613297,2011,,BIOL,,,,,,,23,19,21,24,22,,,
618404,2011,5/9/2015,PSYC,PSYC,,,,,,24,23,28,23,24,,,
621877,2011,,UNDE,,NURS,3,3,3,3.33,29,24,29,22,25,530,540,1070
624897,2011,5/9/2015,BA  ,ECON,,,,,,15,24,21,23,21,510,560,1070
625224,2011,5/9/2015,PMLS,BIOL,,3,3,,,30,21,24,24,25,,,
638834,2011,,PNRS,,NURS,2.67,3,,,22,16,23,20,20,,,
655236,2011,,MUST,,,,,,,23,16,23,22,21,,,
662512,2011,5/9/2015,FLIS,FLIS,,,,,,33,26,33,27,30,,,
675243,2011,5/9/2015,COMM,COMM,,,,,,31,26,32,28,29,,,
675295,2011,5/9/2015,BIOL,BIOL,,,,,,24,25,26,26,25,660,640,1300
676022,2011,,UNDE,,,,,,,28,25,31,28,28,,,
681182,2011,5/9/2015,EXSC,P.T.,,4,4,4,4,20,23,24,21,22,530,520,1050
861519,2011,,PNRS,,,4,3,,,31,23,28,21,26,,,
868304,2011,,CE  ,,CE  ,,,,,28,27,26,23,26,,,
868429,2011,,ENVI,,,,,,,21,25,22,25,23,,,
868823,2011,5/9/2015,ELED,ELED,,,,,,23,24,21,23,23,,,
883757,2011,,EXSC,,,1,,3,3,20,25,18,26,22,,,
884855,2011,5/9/2015,UNDE,ECON,,,,,,35,29,25,23,28,670,650,1320
886632,2011,5/9/2015,ELED,ELED,,,,,,32,26,31,26,28,,,
886796,2011,,ACCT,,,,,,,18,21,18,17,19,,,
907142,2011,,BA  ,,,,,,,,,,,,,,
907957,2011,5/9/2015,PS  ,PHIL,,,,,,,,,,,510,650,1160
908200,2011,5/9/2015,ENGL,ART ,,,,,,27,19,26,21,23,,,
908779,2011,5/9/2015,PS  ,PS  ,,,,,,29,23,36,31,30,,,
909694,2011,,MUS ,,,,,,,35,26,35,27,31,,,
914300,2011,5/9/2015,PNRS,NURS,,3,3,,4,19,19,20,19,19,,,
923994,2011,,EXSC,,ACCT,2,,1,3.67,24,22,23,22,23,,,
934848,2011,5/9/2015,UNDE,BA  ,,,,,,29,27,31,29,29,,,
936524,2011,5/9/2015,EXSC,EXSC,,4,4,4,4,29,17,28,24,25,610,480,1090
942122,2011,,UNDE,,,,,,,20,22,19,28,22,540,540,1080
942740,2011,,PMLS,,CE  ,3,2.67,,,22,24,24,23,23,,,
942882,2011,,PS  ,,,,,,,21,15,28,18,20,,,
943954,2011,,PNRS,,NURS,2.33,3.67,,,23,25,22,22,23,,,
953410,2011,,BA  ,,,,,,,29,29,25,27,27,,,
957513,2011,,BIOL,,,,,,,20,21,16,23,21,,,
970138,2011,,PNRS,,,2,,,,21,19,25,18,21,,,
983765,2011,,UNDE,,,,,0.67,2,18,22,22,24,21,,,
985564,2011,5/9/2015,BIOL,BMB ,,,,,,,,,,,450,560,1010
985808,2011,5/9/2015,EXSC,EXSC,,2.67,2.33,2,4,,,,,,490,520,1010
985960,2011,,SOCI,,SOCI,,,,,15,17,20,19,18,470,380,850
995135,2011,5/9/2015,BIOL,BIOL,,,,,,31,24,29,23,27,,,
925747,2011,5/9/2015,HIST,BA  ,,,,,,,,,,,500,460,960
680881,2011,,BA  ,,,,,,,28,23,28,20,24,,,
1002605,2011,,CE  ,,,,,,,31,28,29,27,29,,,
440326,2008,5/12/2012,PNRS,COMM,,2,,,,24,21,24,20,22,,,
429980,2008,5/12/2012,MUST,MUST,,,,,,35,22,34,24,29,,,
106499,2011,5/9/2015,MAAC,MAAC,,,,,,27,27,27,26,27,,,
106572,2011,5/9/2015,EXSC,EXSC,,2,2,3,3,21,20,21,21,21,,,
106645,2011,,PNRS,,,,,,,20,18,21,18,19,,,
353663,2011,5/9/2015,UNDE,USEC,,,,,,27,28,33,29,29,,,
422719,2008,5/12/2012,BIOL,BIOL,,,,,,23,22,25,24,24,540,530,1070
424073,2008,12/14/2011,ACCT,PHIL,,,,,,31,30,31,32,31,620,570,1190
424251,2008,,EXSC,,,0,,4,,22,28,28,19,23,410,520,930
427158,2008,5/12/2012,COMM,COMM,,,,,,20,18,23,21,21,530,460,990
427691,2008,5/12/2012,UNDE,SOCI,,,,,4,24,18,25,24,23,,,
427957,2008,,THEO,,,,,,,,,,,,530,540,1070
428221,2008,5/11/2013,PNRS,NURS,,3,3,,,23,23,22,22,23,,,
428221,2008,5/11/2013,PNRS,PSYC,,3,3,,,23,23,22,22,23,,,
428916,2008,,THEO,,,,,,,16,22,22,23,21,,,
429323,2008,,UNDE,,,,,,,21,19,18,23,20,520,500,1020
431156,2008,5/12/2012,BIOL,R.T.,,2.33,2.33,,,,,,,,490,470,960
433180,2008,5/12/2012,ACCT,ACCT,,,,,,26,25,32,25,27,,,
433980,2008,,ACCT,,,,,,,20,21,20,25,22,,,
434374,2008,5/12/2012,PNRS,NURS,,3,3.33,,,34,25,35,31,31,620,660,1280
435749,2008,5/12/2012,COMM,ART ,,,,,,,,,,,530,570,1100
437346,2008,5/12/2012,UNDE,BA  ,,,,,,17,17,23,21,20,,,
438444,2008,,ACCT,,,,,,,17,18,23,21,20,,,
439858,2008,5/12/2012,PNRS,PSYC,,2,0,,,23,16,20,20,20,,,
444159,2008,5/12/2012,EXSC,EXSC,,3.33,3.33,4,4,,,,,,520,500,1020
444447,2008,,PSYC,,,,,,,27,15,24,22,22,,,
445511,2008,,HIST,,,,,,,29,19,27,25,25,,,
454564,2008,12/19/2012,ACCT,ACCT,,,,,,,,,,,730,570,1300
456409,2008,,PNRS,,,2,,,,20,20,20,23,23,,,
482826,2008,5/12/2012,BA  ,BA  ,,,,,4,,,,,,440,580,1020
483348,2008,,UNDE,,,,,,,30,27,30,25,28,,,
513369,2011,5/9/2015,PNRS,NURS,,4,4,,,36,33,31,26,30,,,
518436,2011,5/9/2015,FINA,ACCT,,,,,,26,25,26,24,25,480,610,1090
271312,2008,,PNRS,,,2,,,,22,18,21,22,21,,,
338969,2008,,BIOL,,,,,,,25,28,26,26,25,,,
351729,2008,5/11/2013,UNDE,HIST,,3.33,,,,29,31,34,27,30,,,
362850,2008,,PNRS,,,3,1,,,22,25,23,21,23,,,
369965,2008,,PNRS,,,0,,,,27,21,29,23,25,,,
371341,2008,8/10/2012,ACCT,ACCT,,,,,,23,22,29,23,24,,,
372129,2008,5/12/2012,ELED,ELED,,,,,,16,24,25,23,22,,,
372607,2008,5/12/2012,CHEM,HIST,,,,,,,,,,,700,620,1320
376203,2008,5/12/2012,BIOL,BIOL,,,,,,30,30,29,28,29,,,
